supply_air_temp,supply_air_mass_flowrate,north_wall_temperature,west_wall_temperature,south_wall_temperature,south_window_temperature,east_wall_temperature,east_window_temperature,floor_temperature,ceiling_temperature,number_occupants,occupant_x_coordinate,occupant_y_coordinate,ambient_temperature_occupant_experiences
13,0.12,25,26,27,25,27,23,26,25,12,5.53,2.57,24.31008448
19,0.01,23,23,22,20,22,21,23,23,12,5.53,2.57,24.04711292
14,0.05,24,26,24,26,24,25,25,24,12,5.53,2.57,24.6876476
12,0.07,24,24,24,20,24,20,23,23,12,5.53,2.57,23.0770615
20,0.25,26,26,25,25,26,31,26,26,12,5.53,2.57,25.14377504
17,0.31,27,27,27,29,28,26,27,27,12,5.53,2.57,24.74913887
13,0.2,26,27,28,31,28,29,27,27,12,5.53,2.57,24.60387078
20,0.03,25,25,23,23,23,28,24,24,12,5.53,2.57,25.31906594
13,0.05,25,26,27,27,26,21,25,24,12,5.53,2.57,24.63513698
13,0.23,26,27,28,32,28,28,26,27,12,5.53,2.57,24.21383031
17,0.01,22,22,21,18,21,19,22,22,12,5.53,2.57,22.98742306
12,0.09,21,21,21,17,20,16,21,21,12,5.53,2.57,20.8820467
11,0.1,21,21,21,17,21,17,20,20,12,5.53,2.57,20.3045128
16,0.21,26,26,27,25,26,25,25,26,12,5.53,2.57,24.06454499
13,0.22,27,27,28,31,28,31,27,27,12,5.53,2.57,24.54975259
16,0.07,25,25,25,23,25,23,25,25,12,5.53,2.57,24.769973
23,0.07,21,21,20,15,20,15,20,20,12,5.53,2.57,21.68373596
20,0.29,25,25,26,27,26,27,25,25,12,5.53,2.57,24.5746639
20,0.29,25,25,26,26,26,25,25,25,12,5.53,2.57,24.60513697
18,0.2,25,25,26,23,25,23,25,25,12,5.53,2.57,24.31056406
13,0.1,25,26,27,29,27,22,25,25,12,5.53,2.57,24.35346911
15,0.19,26,27,27,27,27,27,26,26,12,5.53,2.57,24.42897381
13,0.18,26,27,28,32,27,23,27,26,12,5.53,2.57,24.54180774
17,0.03,22,22,21,17,21,18,21,21,12,5.53,2.57,22.25459689
13,0.1,26,26,26,26,26,31,26,26,12,5.53,2.57,24.88790553
13,0.13,26,26,27,27,27,32,27,27,12,5.53,2.57,25.10848751
13,0.17,26,27,27,26,27,27,26,27,12,5.53,2.57,24.30799501
12,0.06,23,24,24,19,24,18,23,23,12,5.53,2.57,23.05520783
13,0.01,22,24,21,22,21,16,22,21,12,5.53,2.57,22.91057699
15,0.19,26,26,26,26,27,27,26,27,12,5.53,2.57,24.6013888
17,0.14,26,26,25,23,25,31,26,26,12,5.53,2.57,25.08997467
13,0.07,25,26,26,22,26,22,25,25,12,5.53,2.57,24.4694798
12,0.11,25,25,26,22,25,22,25,25,12,5.53,2.57,23.4524829
18,0.01,21,21,20,18,20,19,21,21,12,5.53,2.57,22.3069124
13,0.18,26,26,27,28,28,31,26,27,12,5.53,2.57,24.43049196
26,0.08,21,22,21,15,22,13,21,20,12,5.53,2.57,22.28472503
17,0.22,26,26,28,29,27,24,26,26,12,5.53,2.57,24.65577233
14,0.09,25,26,27,32,26,23,25,25,12,5.53,2.57,24.92916113
15,0.02,24,24,23,22,23,26,24,24,12,5.53,2.57,24.85896398
13,0.22,26,27,28,30,28,27,27,27,12,5.53,2.57,24.35338282
13,0.15,26,27,28,27,28,28,26,27,12,5.53,2.57,24.67508107
14,0.08,25,26,25,22,25,30,26,26,12,5.53,2.57,24.95897688
15,0.14,26,26,26,24,27,30,27,26,12,5.53,2.57,25.0631987
25,0.08,21,21,20,17,20,14,20,20,12,5.53,2.57,21.95554777
15,0.11,25,25,26,22,25,22,25,25,12,5.53,2.57,24.09830599
14,0.07,22,23,20,19,20,19,21,21,12,5.53,2.57,21.65875966
14,0.11,21,21,20,16,20,17,20,20,12,5.53,2.57,20.60364877
13,0.13,26,27,27,26,28,27,26,27,12,5.53,2.57,24.71059289
18,0.09,25,25,24,23,24,23,24,25,12,5.53,2.57,24.73022455
14,0.08,25,25,25,21,26,27,26,25,12,5.53,2.57,24.58239371
13,0.16,26,27,28,32,28,27,27,27,12,5.53,2.57,24.93998479
12,0.07,24,24,24,22,24,20,24,24,12,5.53,2.57,23.53075237
17,0.13,25,25,26,23,26,23,25,25,12,5.53,2.57,24.57281065
24,0.07,21,22,21,16,21,16,21,21,12,5.53,2.57,22.46766271
18,0.12,25,25,25,23,25,23,25,25,12,5.53,2.57,24.6480033
15,0.11,21,21,20,18,20,18,21,21,12,5.53,2.57,21.32671107
20,0.04,25,25,24,23,24,23,24,25,12,5.53,2.57,25.30847023
13,0.24,27,27,28,32,28,31,27,27,12,5.53,2.57,24.40563771
16,0.31,26,27,27,32,27,27,27,27,12,5.53,2.57,24.72847912
13,0.23,27,27,27,27,28,32,27,27,12,5.53,2.57,24.42432369
13,0.08,25,25,23,24,24,30,25,25,12,5.53,2.57,24.40415673
17,0.11,20,20,20,14,19,14,20,20,12,5.53,2.57,20.85115907
14,0.16,26,26,26,27,26,28,26,26,12,5.53,2.57,24.43719224
19,0.07,21,22,21,14,21,14,21,21,12,5.53,2.57,21.8246775
13,0.11,21,21,20,16,20,16,20,20,12,5.53,2.57,20.36078649
13,0.19,26,26,26,26,27,33,27,27,12,5.53,2.57,24.47240869
11,0.09,21,22,21,17,21,17,21,21,12,5.53,2.57,20.81859312
19,0.31,26,27,27,34,28,28,27,26,12,5.53,2.57,25.18838246
17,0.09,21,21,21,15,21,15,21,21,12,5.53,2.57,21.46877085
21,0.24,25,25,26,24,26,24,25,25,12,5.53,2.57,25.10347716
13,0.12,26,26,27,30,28,27,26,26,12,5.53,2.57,24.92409261
15,0.1,21,21,20,16,20,15,21,21,12,5.53,2.57,21.05478319
15,0.04,24,24,23,21,23,27,25,25,12,5.53,2.57,24.76874141
13,0.22,26,26,27,27,28,36,27,27,12,5.53,2.57,24.23491453
13,0.15,26,27,27,26,27,27,26,27,12,5.53,2.57,24.62763993
14,0.08,24,24,24,21,24,21,23,24,12,5.53,2.57,23.37750265
13,0.11,22,21,21,17,21,17,22,22,12,5.53,2.57,21.4665408
17,0.27,26,26,27,29,27,25,26,26,12,5.53,2.57,24.37880135
20,0.29,25,26,26,24,26,24,25,26,12,5.53,2.57,24.70486683
15,0.01,23,24,21,23,21,23,23,23,12,5.53,2.57,24.21015428
14,0.18,26,26,27,27,27,27,26,26,12,5.53,2.57,24.32758421
13,0.1,25,25,26,26,26,23,25,25,12,5.53,2.57,24.02515684
14,0.19,26,26,27,29,27,29,26,27,12,5.53,2.57,24.57377706
20,0.01,21,21,21,16,21,16,21,21,12,5.53,2.57,22.16173812
15,0.13,26,26,27,34,27,23,26,25,12,5.53,2.57,25.09280555
15,0.11,25,25,25,23,25,25,25,26,12,5.53,2.57,24.4869969
21,0.31,26,26,27,23,27,25,26,26,12,5.53,2.57,25.20274945
20,0.23,25,25,25,24,25,25,25,25,12,5.53,2.57,24.75602197
15,0.24,26,26,26,26,27,32,26,26,12,5.53,2.57,24.02554471
19,0.23,26,26,26,24,26,31,27,26,12,5.53,2.57,25.19754848
13,0.1,26,26,27,26,27,22,26,25,12,5.53,2.57,24.5701428
19,0.29,26,26,26,30,26,27,26,26,12,5.53,2.57,24.96048151
20,0.02,24,24,24,22,24,23,24,24,12,5.53,2.57,25.08825221
17,0.31,26,26,27,24,27,26,26,27,12,5.53,2.57,24.37262248
20,0.03,24,24,24,20,23,20,23,23,12,5.53,2.57,24.23605593
16,0.29,26,27,28,33,28,26,27,27,12,5.53,2.57,24.63496154
13,0.16,26,26,27,29,28,29,26,27,12,5.53,2.57,24.62438463
20,0.28,25,25,26,23,26,23,25,25,12,5.53,2.57,24.41129453
13,0.15,26,27,27,28,28,34,27,27,12,5.53,2.57,25.08942843
17,0.03,23,24,21,22,21,25,23,23,12,5.53,2.57,23.96475959
18,0.28,25,25,25,24,25,31,26,26,12,5.53,2.57,24.40893458
14,0.09,25,25,26,21,26,21,24,24,12,5.53,2.57,23.92897053
20,0.17,25,25,26,24,25,24,25,25,12,5.53,2.57,25.06798978
19,0.11,25,25,25,23,25,28,25,25,12,5.53,2.57,25.03069739
18,0.03,23,23,23,20,23,20,23,23,12,5.53,2.57,23.90760566
17,0.03,22,23,22,23,22,16,23,22,12,5.53,2.57,23.34239329
19,0.31,26,26,28,28,27,25,25,25,12,5.53,2.57,24.3074838
13,0.22,27,27,27,30,28,36,27,27,12,5.53,2.57,24.62408374
19,0.06,21,21,21,15,21,14,21,21,12,5.53,2.57,21.79506487
11,0.06,22,22,22,19,22,16,22,22,12,5.53,2.57,21.94869614
14,0.07,21,22,20,17,20,19,21,21,12,5.53,2.57,21.40889761
20,0.29,26,26,26,27,27,26,26,26,12,5.53,2.57,25.10899672
19,0.31,26,26,27,25,26,25,26,26,12,5.53,2.57,24.72262554
13,0.14,26,27,27,27,28,28,26,27,12,5.53,2.57,24.67987612
17,0.08,22,21,21,16,21,16,21,21,12,5.53,2.57,21.73715212
21,0.28,25,27,25,24,25,31,25,26,12,5.53,2.57,25.33732243
19,0.23,26,26,26,27,26,25,26,26,12,5.53,2.57,25.04639964
13,0.11,25,25,25,21,25,21,24,25,12,5.53,2.57,23.47168699
15,0.18,26,26,26,26,26,27,25,26,12,5.53,2.57,24.29505179
13,0.19,26,26,27,28,28,28,26,27,12,5.53,2.57,24.23303606
17,0.31,27,27,28,29,28,26,28,27,12,5.53,2.57,24.99410144
13,0.16,27,27,28,31,28,31,27,27,12,5.53,2.57,25.0287895
16,0.07,25,25,25,24,25,26,25,25,12,5.53,2.57,24.85163504
13,0.23,27,27,29,34,28,30,27,27,12,5.53,2.57,24.54080257
14,0.13,26,26,26,26,26,30,26,26,12,5.53,2.57,24.77048348
13,0.2,27,27,29,32,28,30,27,27,12,5.53,2.57,24.67183736
25,0.07,21,21,20,16,21,16,20,20,12,5.53,2.57,22.03726292
13,0.18,26,26,27,27,28,27,26,27,12,5.53,2.57,24.18630601
13,0.14,26,26,27,29,27,29,26,27,12,5.53,2.57,24.85585774
13,0.07,24,25,25,27,25,22,24,24,12,5.53,2.57,24.09643716
12,0.1,25,26,25,30,25,22,26,25,12,5.53,2.57,24.43946041
14,0.04,25,25,24,23,24,24,25,25,12,5.53,2.57,24.816072
12,0.07,23,24,24,19,24,20,24,23,12,5.53,2.57,23.2016718
13,0.05,25,26,27,25,26,21,24,24,12,5.53,2.57,24.3730063
19,0.03,24,24,24,22,24,22,24,25,12,5.53,2.57,25.03195281
13,0.16,26,26,27,30,28,27,26,26,12,5.53,2.57,24.40049777
13,0.16,26,26,26,27,27,34,26,27,12,5.53,2.57,24.67413303
19,0.08,24,24,24,24,24,23,23,23,12,5.53,2.57,24.23371075
19,0.31,26,26,26,24,27,32,27,26,12,5.53,2.57,24.91941589
13,0.07,25,26,26,26,26,23,26,25,12,5.53,2.57,24.70298086
13,0.01,22,23,20,20,21,23,23,22,12,5.53,2.57,23.52312125
19,0.26,26,26,26,25,27,32,26,26,12,5.53,2.57,24.94945508
13,0.15,26,26,27,29,27,29,26,26,12,5.53,2.57,24.40006357
21,0.29,26,26,27,26,26,26,26,26,12,5.53,2.57,25.42661702
21,0.29,25,26,26,28,26,26,25,25,12,5.53,2.57,24.94960729
24,0.08,20,20,20,12,19,12,20,20,12,5.53,2.57,21.20767781
14,0.07,22,23,20,19,20,19,21,21,12,5.53,2.57,21.70846143
14,0.19,26,27,28,34,28,30,27,27,12,5.53,2.57,25.06820832
13,0.21,26,27,27,28,28,31,27,27,12,5.53,2.57,24.36961861
19,0.03,24,25,22,21,22,25,23,23,12,5.53,2.57,24.32962779
16,0.31,26,27,29,32,28,26,27,27,12,5.53,2.57,24.83425512
13,0.05,25,26,27,25,26,21,24,24,12,5.53,2.57,24.34232602
15,0.13,25,25,26,25,26,25,25,25,12,5.53,2.57,24.16507368
17,0.2,25,25,25,25,25,25,25,26,12,5.53,2.57,24.38363737
14,0.19,26,26,26,29,27,27,26,26,12,5.53,2.57,24.18019312
13,0.07,24,26,25,29,26,21,26,24,12,5.53,2.57,24.62027077
18,0.27,26,26,26,26,26,25,25,26,12,5.53,2.57,24.39786721
16,0.29,26,27,28,32,28,26,27,27,12,5.53,2.57,24.53552775
20,0.29,26,26,27,28,27,26,26,26,12,5.53,2.57,25.08725158
17,0.07,22,22,21,16,21,16,21,21,12,5.53,2.57,21.84493261
18,0.21,26,26,27,31,27,24,26,26,12,5.53,2.57,25.11886714
13,0.09,24,25,26,28,25,22,24,24,12,5.53,2.57,23.7025583
15,0.25,27,27,27,25,28,25,27,27,12,5.53,2.57,24.40834555
17,0.31,26,27,27,23,27,30,27,27,12,5.53,2.57,24.59327164
17,0.11,25,26,27,22,26,22,25,25,12,5.53,2.57,24.57771597
13,0.09,26,26,26,27,26,28,26,26,12,5.53,2.57,24.94541755
13,0.17,27,27,28,32,28,30,27,27,12,5.53,2.57,25.08876512
13,0.18,26,26,27,27,28,36,27,27,12,5.53,2.57,24.71165892
14,0.22,27,27,28,31,28,24,28,27,12,5.53,2.57,24.89572494
13,0.14,26,26,28,29,27,28,26,26,12,5.53,2.57,24.60540935
13,0.06,22,22,21,19,21,16,22,21,12,5.53,2.57,22.04735502
16,0.09,25,25,25,23,25,23,25,25,12,5.53,2.57,24.64630483
13,0.05,24,26,23,28,24,28,25,24,12,5.53,2.57,24.60385586
14,0.07,24,25,24,21,24,21,24,24,12,5.53,2.57,23.93080481
19,0.31,26,27,27,26,28,31,27,27,12,5.53,2.57,25.3074037
18,0.28,26,27,28,24,28,25,27,27,12,5.53,2.57,24.96217487
13,0.17,26,27,27,31,27,26,27,26,12,5.53,2.57,24.62730799
12,0.1,22,22,21,19,21,19,22,22,12,5.53,2.57,21.64043717
16,0.28,26,26,26,26,28,34,27,26,12,5.53,2.57,24.26334584
19,0.29,25,25,25,25,25,25,25,25,12,5.53,2.57,24.02761275
13,0.2,26,27,28,31,28,27,27,27,12,5.53,2.57,24.52051452
14,0.11,22,22,21,16,21,14,21,21,12,5.53,2.57,21.13998655
22,0.27,25,26,26,25,26,26,25,26,12,5.53,2.57,25.42425042
13,0.12,26,26,26,26,27,35,27,26,12,5.53,2.57,25.00955256
15,0.08,22,22,22,16,22,16,21,21,12,5.53,2.57,21.6678018
17,0.04,24,24,23,17,24,26,24,24,12,5.53,2.57,24.2830234
17,0.2,25,26,26,24,26,24,25,26,12,5.53,2.57,24.37974414
13,0.14,26,27,27,26,27,28,27,27,12,5.53,2.57,24.81735386
13,0.1,21,21,20,20,20,18,20,20,12,5.53,2.57,20.81032439
13,0.14,26,26,27,28,27,27,26,26,12,5.53,2.57,24.70448476
18,0.04,24,24,24,23,24,23,24,24,12,5.53,2.57,24.84418581
13,0.13,26,26,27,30,28,30,26,26,12,5.53,2.57,24.87445913
19,0.25,26,26,27,31,27,24,26,26,12,5.53,2.57,25.06847441
16,0.05,25,25,24,23,25,23,25,25,12,5.53,2.57,24.98119139
13,0.19,26,27,28,30,28,30,26,27,12,5.53,2.57,24.32606874
11,0.1,21,21,20,16,20,16,20,21,12,5.53,2.57,20.35449073
15,0.03,24,24,23,22,24,30,25,24,12,5.53,2.57,25.00781576
17,0.11,25,26,27,26,26,23,25,25,12,5.53,2.57,24.99532813
16,0.23,26,26,27,34,27,24,27,26,12,5.53,2.57,24.80934056
20,0.01,23,24,24,21,24,20,23,23,12,5.53,2.57,24.39029963
13,0.21,27,27,28,31,29,31,27,27,12,5.53,2.57,24.44534437
15,0.17,26,26,26,26,27,35,26,26,12,5.53,2.57,24.64357832
13,0.14,26,26,28,29,27,29,26,26,12,5.53,2.57,24.63433631
17,0.08,25,25,25,22,25,22,24,24,12,5.53,2.57,24.42414032
16,0.1,21,21,20,15,20,16,21,21,12,5.53,2.57,21.27188001
14,0.11,21,21,20,15,20,15,20,20,12,5.53,2.57,20.54834616
19,0.01,24,24,23,19,23,22,24,24,12,5.53,2.57,24.73049486
15,0.09,25,26,27,25,26,22,25,25,12,5.53,2.57,24.60644106
18,0.17,25,26,26,24,26,23,25,25,12,5.53,2.57,24.63277611
17,0.08,25,25,24,23,24,27,25,25,12,5.53,2.57,24.86451101
15,0.07,25,25,25,23,25,24,25,25,12,5.53,2.57,24.64051907
17,0.23,26,26,27,23,26,25,26,26,12,5.53,2.57,24.57093892
13,0.09,25,25,25,25,25,25,25,26,12,5.53,2.57,24.34561004
19,0.08,25,25,25,22,24,29,25,25,12,5.53,2.57,25.29335261
16,0.09,25,25,25,23,25,23,24,25,12,5.53,2.57,24.31195754
16,0.15,26,26,27,23,27,24,26,26,12,5.53,2.57,24.81206346
13,0.13,26,26,26,27,28,34,26,26,12,5.53,2.57,24.75692819
13,0.14,26,26,26,27,27,34,26,26,12,5.53,2.57,24.68885497
13,0.18,26,26,27,30,27,30,26,27,12,5.53,2.57,24.45810603
18,0.3,26,26,26,26,27,25,26,26,12,5.53,2.57,24.20279522
15,0.1,25,26,25,30,26,27,26,25,12,5.53,2.57,25.06539196
12,0.19,26,27,27,32,27,23,28,26,12,5.53,2.57,24.23959321
14,0.19,26,26,27,28,28,28,26,27,12,5.53,2.57,24.49399201
13,0.16,26,27,29,31,28,28,27,27,12,5.53,2.57,25.03088292
13,0.14,26,26,26,27,28,37,27,27,12,5.53,2.57,25.14510274
17,0.31,26,27,29,35,28,26,27,27,12,5.53,2.57,24.82223663
25,0.01,22,22,20,16,20,19,22,22,12,5.53,2.57,22.89482165
18,0.17,25,26,26,24,26,24,25,26,12,5.53,2.57,24.84819982
13,0.16,26,27,27,31,28,27,27,27,12,5.53,2.57,24.97474736
13,0.1,21,21,21,14,20,14,21,20,12,5.53,2.57,20.53114807
12,0.09,24,25,25,20,24,20,24,24,12,5.53,2.57,23.24973199
19,0.21,26,26,26,25,26,25,26,26,12,5.53,2.57,25.10117007
11,0.09,25,26,27,29,26,21,25,25,12,5.53,2.57,24.11741292
13,0.13,26,26,28,29,27,27,26,26,12,5.53,2.57,24.76000903
18,0.18,25,26,26,27,26,24,25,25,12,5.53,2.57,24.66528039
20,0.31,26,26,26,25,27,26,26,26,12,5.53,2.57,25.09060369
11,0.06,23,25,24,23,26,20,23,23,12,5.53,2.57,23.16691557
17,0.22,26,26,26,24,27,32,27,27,12,5.53,2.57,25.14932693
18,0.25,26,26,26,23,27,24,26,26,12,5.53,2.57,24.58862642
17,0.06,21,21,21,22,21,16,21,21,12,5.53,2.57,22.10842299
13,0.19,26,26,27,30,28,28,26,27,12,5.53,2.57,24.30902708
13,0.04,25,25,25,23,25,21,25,25,12,5.53,2.57,24.72716907
16,0.26,26,26,28,34,27,24,26,26,12,5.53,2.57,24.5004709
13,0.17,27,27,27,24,28,30,28,27,12,5.53,2.57,24.63461659
19,0.31,26,27,28,32,28,24,26,26,12,5.53,2.57,24.91691575
17,0.21,26,26,26,25,26,25,25,26,12,5.53,2.57,24.485445
17,0.31,26,27,27,32,28,28,27,26,12,5.53,2.57,24.41361412
13,0.15,26,26,27,30,29,30,26,27,12,5.53,2.57,24.77202303
13,0.1,25,25,25,23,25,23,25,25,12,5.53,2.57,23.96884367
13,0.2,27,27,28,26,28,27,27,27,12,5.53,2.57,24.38313857
20,0.14,25,25,26,24,26,24,24,25,12,5.53,2.57,24.99196239
20,0.24,25,25,26,24,26,24,25,25,12,5.53,2.57,24.57025809
16,0.03,24,25,23,25,24,25,24,24,12,5.53,2.57,24.84948707
13,0.19,26,26,27,30,28,29,26,27,12,5.53,2.57,24.36012566
20,0.24,26,26,27,26,27,24,25,26,12,5.53,2.57,25.18820077
13,0.1,26,26,26,29,27,25,26,26,12,5.53,2.57,25.0525623
13,0.18,26,26,28,27,27,27,26,26,12,5.53,2.57,24.08561883
15,0.07,22,22,21,16,21,16,22,22,12,5.53,2.57,21.94327789
16,0.03,23,24,24,24,24,17,24,23,12,5.53,2.57,24.29570313
16,0.06,21,21,21,18,21,16,21,21,12,5.53,2.57,21.85173098
13,0.19,26,27,28,26,27,27,27,27,12,5.53,2.57,24.40754417
11,0.1,25,26,25,26,25,23,26,25,12,5.53,2.57,23.91629906
19,0.03,22,23,23,15,22,15,22,22,12,5.53,2.57,22.69619787
13,0.2,26,27,28,29,29,30,27,27,12,5.53,2.57,24.61460329
20,0.19,25,25,25,24,25,24,25,25,12,5.53,2.57,24.90659896
13,0.19,26,27,27,30,28,30,27,27,12,5.53,2.57,24.65768887
18,0.06,24,25,25,23,25,23,24,24,12,5.53,2.57,24.64906649
13,0.12,26,27,28,26,27,27,26,27,12,5.53,2.57,24.75323056
13,0.16,26,26,26,27,26,29,26,26,12,5.53,2.57,24.24416046
14,0.19,26,26,27,25,27,26,26,26,12,5.53,2.57,24.16598924
14,0.11,21,21,20,17,20,17,20,20,12,5.53,2.57,20.65501933
21,0.25,25,25,26,24,26,24,25,25,12,5.53,2.57,24.96026768
12,0.06,22,22,21,19,21,19,21,21,12,5.53,2.57,21.71083522
19,0.27,26,26,26,25,26,33,26,26,12,5.53,2.57,25.05746908
12,0.09,24,24,24,20,24,20,24,24,12,5.53,2.57,22.99486004
16,0.18,25,26,26,26,26,26,25,26,12,5.53,2.57,24.36409902
13,0.07,25,25,25,26,26,26,25,26,12,5.53,2.57,24.64940006
16,0.14,25,26,27,23,27,23,25,25,12,5.53,2.57,24.4371158
12,0.09,21,21,20,17,20,16,20,21,12,5.53,2.57,20.73262018
13,0.08,25,26,26,26,26,26,25,26,12,5.53,2.57,24.57901656
18,0.31,26,26,27,32,27,27,26,26,12,5.53,2.57,24.55611336
13,0.16,26,27,28,28,27,26,26,26,12,5.53,2.57,24.41316532
17,0.1,25,25,26,24,25,24,25,25,12,5.53,2.57,24.84871919
13,0.08,23,24,23,24,23,22,23,23,12,5.53,2.57,23.00120143
17,0.15,25,25,24,24,24,24,25,25,12,5.53,2.57,24.38906286
17,0.09,25,25,25,23,25,24,25,25,12,5.53,2.57,24.84969124
17,0.31,26,27,28,32,28,26,26,26,12,5.53,2.57,24.65829522
11,0.1,22,22,21,18,21,20,22,22,12,5.53,2.57,21.3383945
12,0.09,21,23,21,16,21,20,23,21,12,5.53,2.57,21.67085671
12,0.07,22,22,22,19,22,19,22,22,12,5.53,2.57,21.90438983
13,0.18,26,27,27,26,28,28,27,27,12,5.53,2.57,24.41225045
16,0.1,25,25,25,22,25,22,25,25,12,5.53,2.57,24.47322583
13,0.09,25,26,26,32,26,25,26,25,12,5.53,2.57,24.97392814
19,0.29,26,27,28,31,27,25,26,26,12,5.53,2.57,25.0554372
13,0.16,26,27,28,36,28,26,27,26,12,5.53,2.57,24.97332233
18,0.12,25,26,25,24,25,25,25,26,12,5.53,2.57,25.05606014
13,0.23,27,27,28,30,28,30,27,27,12,5.53,2.57,24.3753623
17,0.01,23,23,21,19,21,20,23,23,12,5.53,2.57,23.69875129
17,0.31,26,27,28,32,28,25,27,26,12,5.53,2.57,24.5612471
18,0.09,21,21,20,16,20,16,20,21,12,5.53,2.57,21.47466443
17,0.09,21,21,20,16,20,16,21,21,12,5.53,2.57,21.49359684
25,0.08,21,21,20,15,20,14,20,20,12,5.53,2.57,21.8502251
13,0.23,26,27,28,31,28,31,26,27,12,5.53,2.57,24.17722018
13,0.16,26,27,27,30,27,29,26,27,12,5.53,2.57,24.76424841
15,0.04,24,24,23,21,24,21,23,24,12,5.53,2.57,23.83680032
13,0.08,25,26,25,26,26,26,25,26,12,5.53,2.57,24.49480738
18,0.28,25,25,25,24,25,31,26,26,12,5.53,2.57,24.40893458
11,0.1,25,25,24,24,25,25,26,25,12,5.53,2.57,23.94678954
19,0.31,26,26,26,26,27,26,26,26,12,5.53,2.57,24.86909596
18,0.15,25,26,26,23,26,22,24,25,12,5.53,2.57,24.49909893
11,0.09,23,23,24,18,23,18,23,23,12,5.53,2.57,22.12410546
19,0.29,26,26,27,27,27,27,25,26,12,5.53,2.57,24.71079259
13,0.19,27,27,28,32,28,27,28,27,12,5.53,2.57,24.7271595
13,0.16,26,26,27,29,27,29,26,27,12,5.53,2.57,24.59655894
15,0.12,25,25,25,22,25,22,25,25,12,5.53,2.57,23.95972588
11,0.04,24,25,23,19,24,31,26,25,12,5.53,2.57,24.57149441
15,0.19,26,26,27,31,27,28,26,26,12,5.53,2.57,24.65575077
17,0.21,26,26,25,26,26,33,26,26,12,5.53,2.57,24.80101031
14,0.1,25,25,26,25,25,24,25,25,12,5.53,2.57,24.2948312
18,0.31,26,27,27,26,27,29,27,27,12,5.53,2.57,24.88223341
11,0.17,26,27,28,30,27,22,28,26,12,5.53,2.57,24.16362667
24,0.07,21,21,20,17,20,16,21,21,12,5.53,2.57,22.35150629
20,0.13,25,25,25,24,25,24,25,25,12,5.53,2.57,25.12467834
13,0.15,26,26,27,28,28,37,27,27,12,5.53,2.57,25.04027586
12,0.09,21,21,21,16,21,16,21,21,12,5.53,2.57,20.9889039
16,0.04,22,22,21,17,21,17,22,22,12,5.53,2.57,22.42775213
11,0.06,24,25,25,27,25,21,24,23,12,5.53,2.57,23.59805214
12,0.1,22,22,21,19,21,15,22,21,12,5.53,2.57,21.32987203
20,0.31,26,26,27,26,26,25,26,26,12,5.53,2.57,25.03812599
14,0.1,25,25,26,25,26,25,25,25,12,5.53,2.57,24.32526488
13,0.23,27,27,27,29,29,32,27,27,12,5.53,2.57,24.28733965
19,0.04,23,23,23,20,23,20,23,23,12,5.53,2.57,23.91142627
18,0.27,26,26,27,31,27,25,26,26,12,5.53,2.57,24.77964397
18,0.22,26,26,26,23,27,28,27,26,12,5.53,2.57,25.01194906
12,0.09,22,22,21,19,21,18,22,22,12,5.53,2.57,21.75949437
15,0.09,24,24,23,23,23,23,24,24,12,5.53,2.57,23.86960649
12,0.11,24,24,24,21,24,21,24,24,12,5.53,2.57,22.84262762
12,0.06,23,23,24,23,23,19,22,22,12,5.53,2.57,22.60736267
18,0.01,23,23,22,20,22,21,23,23,12,5.53,2.57,24.00237533
13,0.12,26,26,28,30,27,28,26,26,12,5.53,2.57,24.92870183
13,0.21,27,27,28,33,28,30,27,27,12,5.53,2.57,24.72941276
18,0.03,23,24,24,23,24,20,23,23,12,5.53,2.57,24.19402572
13,0.25,27,27,29,33,29,31,27,27,12,5.53,2.57,24.23973649
14,0.22,26,26,27,27,27,26,26,26,12,5.53,2.57,23.86527214
13,0.2,26,26,27,28,28,32,27,27,12,5.53,2.57,24.34397178
14,0.13,26,26,27,22,26,23,26,26,12,5.53,2.57,24.28975935
20,0.29,26,26,26,26,26,26,25,26,12,5.53,2.57,24.95097046
13,0.13,25,26,26,33,26,22,26,25,12,5.53,2.57,24.40593694
13,0.19,27,27,28,36,29,28,28,27,12,5.53,2.57,25.196594
13,0.21,27,27,28,29,28,29,27,27,12,5.53,2.57,24.51968388
13,0.19,26,27,27,29,28,33,27,27,12,5.53,2.57,24.64221421
20,0.31,26,27,27,23,28,24,25,26,12,5.53,2.57,24.97032299
13,0.1,26,26,26,23,26,23,25,26,12,5.53,2.57,24.39021214
13,0.19,27,27,28,27,28,28,27,27,12,5.53,2.57,24.46130838
19,0.31,26,26,26,28,26,26,25,26,12,5.53,2.57,24.65575742
14,0.13,26,26,26,23,26,28,26,26,12,5.53,2.57,24.60082674
14,0.14,26,25,26,23,26,30,26,26,12,5.53,2.57,24.41161061
11,0.07,23,23,23,17,23,17,22,22,12,5.53,2.57,21.99619247
18,0.17,25,26,27,27,27,23,25,25,12,5.53,2.57,24.7448653
13,0.05,25,25,25,21,24,29,25,25,12,5.53,2.57,24.55322201
14,0.1,26,26,26,28,27,28,26,26,12,5.53,2.57,25.13142278
13,0.09,26,26,26,26,26,26,26,26,12,5.53,2.57,24.73550076
13,0.22,27,27,27,28,29,30,27,27,12,5.53,2.57,24.32818216
13,0.17,26,27,28,32,28,29,27,27,12,5.53,2.57,24.79902908
13,0.12,26,26,26,28,27,31,26,26,12,5.53,2.57,24.79662463
